Volatilidade_data,Volatilidade_port1,Volatilidade_port4,Volatilidade_port8
2022-02-03,0.022,0.0399,0.0422
2022-02-04,0.022,0.0399,0.0421
2022-02-07,0.0219,0.0398,0.0421
2022-02-08,0.0219,0.0398,0.042
2022-02-09,0.0219,0.0398,0.042
2022-02-10,0.0218,0.0397,0.042
2022-02-11,0.0217,0.0394,0.042
2022-02-14,0.0215,0.0392,0.042
2022-02-15,0.0215,0.0391,0.0421
2022-02-16,0.0214,0.039,0.0419
2022-02-17,0.0214,0.0391,0.0422
2022-02-18,0.0214,0.0391,0.0422
2022-02-22,0.0214,0.0391,0.0423
2022-02-23,0.0214,0.0391,0.0424
2022-02-24,0.0214,0.0391,0.0424
2022-02-25,0.0215,0.0393,0.0431
2022-03-02,0.0215,0.0393,0.0432
2022-03-03,0.0215,0.0393,0.0432
2022-03-04,0.0215,0.0393,0.0432
2022-03-07,0.0216,0.0397,0.0441
2022-03-08,0.0211,0.0388,0.0439
2022-03-09,0.0212,0.0391,0.0444
2022-03-10,0.0212,0.0391,0.0444
2022-03-11,0.0209,0.0387,0.0442
2022-03-14,0.0207,0.0386,0.0444
2022-03-15,0.0207,0.0387,0.0448
2022-03-16,0.0208,0.0388,0.0448
2022-03-17,0.0209,0.0389,0.0447
2022-03-18,0.021,0.0391,0.045
2022-03-21,0.0208,0.0387,0.0445
2022-03-22,0.0204,0.0381,0.0445
2022-03-23,0.0204,0.0381,0.0446
2022-03-24,0.0205,0.0383,0.0448
2022-03-25,0.0205,0.0382,0.0449
2022-03-28,0.0204,0.0382,0.045
2022-03-29,0.0205,0.0382,0.0452
2022-03-30,0.0205,0.0382,0.0452
2022-03-31,0.0204,0.0382,0.0452
2022-04-01,0.0203,0.0382,0.0453
2022-04-04,0.0203,0.0382,0.0454
2022-04-05,0.0204,0.0383,0.0456
2022-04-06,0.0203,0.0382,0.0456
2022-04-07,0.0202,0.0381,0.0455
2022-04-08,0.0202,0.038,0.0455
2022-04-11,0.0202,0.0381,0.0456
2022-04-12,0.0202,0.0381,0.0456
2022-04-13,0.0202,0.038,0.0456
2022-04-14,0.0202,0.038,0.0456
2022-04-18,0.0202,0.038,0.0453
2022-04-19,0.0201,0.038,0.0455
2022-04-20,0.0201,0.0379,0.0455
2022-04-22,0.0202,0.0383,0.0463
2022-04-25,0.0202,0.0383,0.0463
2022-04-26,0.0203,0.0385,0.0468
2022-04-27,0.0203,0.0386,0.0468
2022-04-28,0.0204,0.0387,0.0471
2022-04-29,0.0204,0.0388,0.0474
2022-05-02,0.0204,0.0387,0.0473
2022-05-03,0.0204,0.0388,0.0473
2022-05-04,0.0205,0.0389,0.0477
2022-05-05,0.0206,0.0395,0.0486
2022-05-06,0.0206,0.0394,0.0486
2022-05-09,0.0207,0.0396,0.049
2022-05-10,0.0207,0.0396,0.049
2022-05-11,0.0207,0.0396,0.0492
2022-05-12,0.0207,0.0396,0.0494
2022-05-13,0.0208,0.0398,0.0503
2022-05-16,0.0208,0.0399,0.0503
2022-05-17,0.0207,0.0398,0.0505
2022-05-18,0.0208,0.04,0.0511
2022-05-19,0.0208,0.04,0.0511
2022-05-20,0.0208,0.04,0.0511
2022-05-23,0.0208,0.0401,0.0512
2022-05-24,0.0208,0.0401,0.0512
2022-05-25,0.0205,0.0396,0.0508
2022-05-26,0.0206,0.0397,0.0511
2022-05-27,0.0205,0.0397,0.0514
2022-05-31,0.0205,0.0397,0.0513
2022-06-01,0.0205,0.0397,0.0513
2022-06-02,0.0205,0.0397,0.0514
2022-06-03,0.0205,0.0397,0.0514
2022-06-06,0.0205,0.0397,0.0514
2022-06-07,0.0205,0.0397,0.0513
2022-06-08,0.0205,0.0397,0.0514
2022-06-09,0.0205,0.0397,0.0515
2022-06-10,0.0205,0.0398,0.0519
2022-06-13,0.0206,0.0402,0.0529
2022-06-14,0.0205,0.0402,0.053
2022-06-15,0.0206,0.0403,0.0532
2022-06-17,0.0207,0.0405,0.0533
2022-06-21,0.0207,0.0405,0.0538
2022-06-22,0.0207,0.0405,0.0538
2022-06-23,0.0207,0.0405,0.0538
2022-06-24,0.0207,0.0405,0.054
2022-06-27,0.0207,0.0405,0.054
2022-06-28,0.0207,0.0406,0.0544
2022-06-29,0.0207,0.0406,0.0544
2022-06-30,0.0207,0.0406,0.0544
2022-07-01,0.0206,0.0405,0.0544
2022-07-05,0.0206,0.0406,0.0543
2022-07-06,0.0205,0.0405,0.0542
2022-07-07,0.0206,0.0407,0.0543
2022-07-08,0.0206,0.0407,0.0543
2022-07-11,0.0207,0.0408,0.0544
2022-07-12,0.0206,0.0407,0.0542
2022-07-13,0.0206,0.0407,0.0542
2022-07-14,0.0206,0.0407,0.054
2022-07-15,0.0206,0.0408,0.0542
2022-07-18,0.0206,0.0407,0.0543
2022-07-19,0.0206,0.0407,0.0545
2022-07-20,0.0205,0.0406,0.0545
2022-07-21,0.0204,0.0405,0.0545
2022-07-22,0.0204,0.0404,0.0545
2022-07-25,0.0203,0.0403,0.0541
2022-07-26,0.0203,0.0402,0.0541
2022-07-27,0.0204,0.0404,0.0544
2022-07-28,0.0205,0.0406,0.0546
2022-07-29,0.0205,0.0407,0.0549
2022-08-01,0.0204,0.0406,0.0548
2022-08-02,0.0204,0.0405,0.0547
2022-08-03,0.0204,0.0405,0.0548
2022-08-04,0.0206,0.0408,0.0549
2022-08-05,0.0206,0.0408,0.0549
2022-08-08,0.0206,0.0409,0.055
2022-08-09,0.0205,0.0408,0.0549
2022-08-10,0.0205,0.0409,0.0552
2022-08-11,0.0205,0.0409,0.0552
2022-08-12,0.0204,0.0409,0.0555
2022-08-15,0.0204,0.0409,0.0557
2022-08-16,0.0204,0.0409,0.0557
2022-08-17,0.0203,0.0409,0.0557
2022-08-18,0.0203,0.0408,0.0557
2022-08-19,0.0203,0.0409,0.0558
2022-08-22,0.0204,0.041,0.0559
2022-08-23,0.0204,0.0411,0.0559
2022-08-24,0.0204,0.0411,0.0558
2022-08-25,0.0204,0.041,0.0558
2022-08-26,0.0204,0.0411,0.0561
2022-08-29,0.0202,0.0409,0.056
2022-08-30,0.0203,0.0409,0.0559
2022-08-31,0.0202,0.0407,0.0558
2022-09-01,0.0202,0.0408,0.0558
2022-09-02,0.0201,0.0406,0.0556
2022-09-06,0.0202,0.0407,0.0556
2022-09-08,0.0201,0.0406,0.0559
2022-09-09,0.0201,0.0408,0.056
2022-09-12,0.0201,0.0407,0.056
2022-09-13,0.0201,0.0409,0.0569
2022-09-14,0.0201,0.0409,0.0568
2022-09-15,0.0201,0.0409,0.0569
2022-09-16,0.0201,0.0409,0.0569
2022-09-19,0.02,0.0409,0.0569
2022-09-20,0.02,0.0409,0.0569
2022-09-21,0.0199,0.0405,0.0568
2022-09-22,0.02,0.0407,0.0568
2022-09-23,0.0201,0.0409,0.057
2022-09-26,0.0202,0.0411,0.0571
2022-09-27,0.0202,0.0411,0.0571
2022-09-28,0.0202,0.041,0.0571
2022-09-29,0.0201,0.0411,0.0573
2022-09-30,0.0202,0.0411,0.0573
2022-10-03,0.0204,0.0415,0.0572
2022-10-04,0.0203,0.0415,0.0576
2022-10-05,0.0203,0.0414,0.0575
2022-10-06,0.0203,0.0413,0.0575
2022-10-07,0.0203,0.0413,0.0577
2022-10-10,0.0203,0.0413,0.0577
2022-10-11,0.0201,0.041,0.0574
2022-10-13,0.0201,0.041,0.0575
2022-10-14,0.0201,0.0411,0.0578
2022-10-17,0.0201,0.0411,0.0579
2022-10-18,0.02,0.041,0.0579
2022-10-19,0.02,0.041,0.0579
2022-10-20,0.02,0.041,0.0578
2022-10-21,0.0201,0.0412,0.0581
2022-10-24,0.0202,0.0412,0.0581
2022-10-25,0.0202,0.0412,0.0582
2022-10-26,0.0203,0.0413,0.0582
2022-10-27,0.0203,0.0414,0.0581
2022-10-28,0.0203,0.0414,0.0583
2022-10-31,0.0205,0.0415,0.0583
2022-11-01,0.0201,0.0409,0.0582
2022-11-03,0.0201,0.0409,0.0587
2022-11-04,0.0199,0.0404,0.0586
2022-11-07,0.0199,0.0404,0.0585
2022-11-08,0.0199,0.0404,0.0585
2022-11-09,0.0199,0.0404,0.0587
2022-11-10,0.0203,0.0411,0.0587
2022-11-11,0.0202,0.0408,0.0585
2022-11-14,0.0203,0.0409,0.0585
2022-11-16,0.0204,0.0412,0.0586
2022-11-17,0.0204,0.0413,0.0588
2022-11-18,0.0203,0.0411,0.0588
2022-11-21,0.0203,0.0411,0.0588
2022-11-22,0.0203,0.0411,0.0588
2022-11-23,0.0204,0.0411,0.0588
2022-11-25,0.0203,0.0411,0.0588
2022-11-28,0.0203,0.0411,0.0589
2022-11-29,0.0204,0.0413,0.0589
2022-11-30,0.0205,0.0415,0.0596
2022-12-01,0.0204,0.0414,0.0596
2022-12-02,0.0204,0.0415,0.0597
2022-12-05,0.0206,0.0418,0.0599
2022-12-06,0.0205,0.0416,0.0599
2022-12-07,0.0205,0.0416,0.0599
2022-12-08,0.0205,0.0416,0.0599
2022-12-09,0.0203,0.0414,0.0598
2022-12-12,0.0204,0.0415,0.0595
2022-12-13,0.0204,0.0416,0.0595
2022-12-14,0.0204,0.0415,0.0597
2022-12-15,0.0201,0.0411,0.0597
2022-12-16,0.0201,0.041,0.0597
2022-12-19,0.0201,0.0409,0.0595
2022-12-20,0.0202,0.0411,0.0593
2022-12-21,0.0202,0.0411,0.0595
2022-12-22,0.0201,0.0409,0.0595
2022-12-23,0.0201,0.041,0.0595
2022-12-27,0.0201,0.041,0.0594
2022-12-28,0.0202,0.0411,0.0594
2022-12-29,0.0201,0.041,0.0596
2023-01-03,0.0205,0.0419,0.0598
2023-01-04,0.0204,0.0418,0.0598
2023-01-05,0.0204,0.0419,0.0598
2023-01-06,0.0204,0.0419,0.0598
2023-01-09,0.0204,0.0419,0.0598
2023-01-10,0.0204,0.042,0.0598
2023-01-11,0.0205,0.0421,0.0597
2023-01-12,0.0205,0.0421,0.0597
2023-01-13,0.0205,0.0421,0.0596
2023-01-17,0.0205,0.042,0.0596
2023-01-18,0.0205,0.042,0.0597
2023-01-19,0.0204,0.0419,0.0597
2023-01-20,0.0202,0.0415,0.0593
2023-01-23,0.0202,0.0415,0.0593
2023-01-24,0.0202,0.0416,0.0593
2023-01-25,0.0202,0.0416,0.0593
2023-01-26,0.0202,0.0415,0.0593
2023-01-27,0.0202,0.0414,0.0592
2023-01-30,0.0202,0.0414,0.0592
2023-01-31,0.0201,0.0414,0.0594
2023-02-01,0.0201,0.0414,0.0593
2023-02-02,0.0201,0.0413,0.0594
2023-02-03,0.0202,0.0415,0.0595
2023-02-06,0.0202,0.0415,0.0594
2023-02-07,0.0202,0.0414,0.0595
2023-02-08,0.0202,0.0415,0.0594
2023-02-09,0.0202,0.0416,0.0594
2023-02-10,0.0202,0.0416,0.0593
2023-02-13,0.0202,0.0416,0.0591
2023-02-14,0.0202,0.0416,0.0589
2023-02-15,0.0203,0.0416,0.0589
2023-02-16,0.0203,0.0416,0.059
2023-02-17,0.0203,0.0416,0.0588
2023-02-22,0.0203,0.0418,0.059
2023-02-23,0.0203,0.0418,0.059
2023-02-24,0.0204,0.0419,0.0591
2023-02-27,0.0204,0.0419,0.0591
2023-02-28,0.0204,0.0419,0.0589
2023-03-01,0.0204,0.0419,0.0588
2023-03-02,0.0204,0.0419,0.0588
